-0.78	6.35	33.39	3.32	29.56	-30	a05-029.png	
0.43	6.05	34.88	2.1	14.42	-30	a05-039.png	
0.69	5.03	41.71	1.96	12.08	-30	a05-044.png	
0.38	6.17	34.38	2.15	28.71	-30	a05-048.png	
-0.13	6.35	33.21	1.7	29.69	-30	a05-053.png	
-0.8	6.71	31.29	2.96	31.52	-30	a05-058.png	
-0.9	5.58	38.15	2.4	13.21	-30	a05-062.png	
1.13	6.53	32.0	3.06	15.72	-30	a05-069.png	
1.04	4.97	42.43	1.92	23.26	-30	a05-073.png	
-0.14	5.32	39.45	2.29	8.8	-30	a05-080.png	
-0.06	7.31	28.58	2.79	17.63	-30	a05-084.png	
-0.05	5.28	40.12	1.59	24.58	-30	a05-089.png	
-0.44	5.36	38.64	1.4	13.04	-30	a05-094.png	
-0.39	6.17	34.17	2.3	28.85	-30	a05-099.png	
0.93	6.96	30.17	2.59	16.67	-30	a05-104.png	
-0.44	5.23	39.78	2.62	12.66	-30	a05-108.png	
-0.46	6.18	33.83	2.33	14.9	-30	a05-113.png	
-0.43	6.17	33.86	1.73	14.87	-30	a05-116.png	
-0.43	5.79	35.56	1.92	14.16	-30	a05-121.png	
-0.52	6.68	31.14	2.79	16.17	-30	a05-125.png	
0.0	7.96	26.25	11.33	15.39	180	a06-000.png	
0.04	10.5	20.2	11.81	24.98	180	a06-004.png	
1.1	5.39	39.12	1.76	11.22	180	a06-008.png	
-0.85	4.17	50.57	1.44	19.52	180	a06-014.png	
0.14	6.11	34.53	3.41	14.63	180	a06-020.png	
0.21	5.27	39.81	3.07	8.44	180	a06-025.png	
0.0	3.55	59.68	0.97	16.52	180	a06-036.png	
0.0	7.01	29.95	1.34	16.85	180	a06-039.png	
0.25	4.4	48.18	2.16	20.47	180	a06-044.png	
0.46	4.09	51.77	1.27	19.06	180	a06-051.png	
1.22	5.72	36.71	3.15	13.76	180	a06-057.png	
1.82	6.72	31.41	1.84	16.06	180	a06-064.png	
0.64	6.41	32.92	2.28	10.21	180	a06-070.png	
0.04	4.26	49.48	1.49	19.95	180	a06-075.png	
-0.53	7.18	29.24	2.11	17.25	180	a06-090.png	
0.36	3.47	60.46	0.78	16.33	180	a06-095.png	
-0.21	4.95	42.45	2.06	11.9	180	a06-100.png	
1.01	4.31	48.71	1.53	20.28	180	a06-110.png	
2.34	5.9	35.59	2.31	9.46	180	a06-114.png	
0.0	4.15	50.89	1.68	8.35	180	a06-119.png	
1.86	6.94	30.39	3.74	16.59	180	a06-124.png	
1.9	4.77	44.19	1.26	8.97	180	a06-128.png	
0.2	7.11	29.83	2.78	16.9	180	a06-134.png	
0.28	6.32	33.06	3.61	15.23	180	a06-141.png	
0.07	6.16	34.11	3.22	14.78	180	a06-147.png	
1.53	4.92	43.12	1.51	11.71	180	a06-152.png	
0.18	6.55	32.08	5.21	15.71	180	a06-157.png	
0.58	6.53	33.39	3.31	9.91	-15	b01-000.png	
-0.09	5.98	35.78	3.02	13.93	-15	b01-004.png	
0.4	5.33	40.0	3.63	24.43	-15	b01-009.png	
2.06	4.75	45.24	1.73	21.62	-15	b01-014.png	
2.68	6.21	34.3	1.8	14.54	-15	b01-018.png	
1.06	6.52	33.0	2.74	15.11	-15	b01-023.png	
-0.3	4.46	47.75	1.72	20.48	-15	b01-027.png	
0.62	5.87	36.3	2.57	13.73	-15	b01-033.png	
-2.31	5.67	37.38	0.87	9.53	-15	b01-038.png	
1.1	5.98	35.14	2.51	14.2	-15	b01-044.png	
-0.18	11.14	18.77	4.31	26.59	-15	b01-049.png	
-0.62	5.93	34.56	1.78	14.44	-15	b01-053.png	
0.13	4.53	47.0	1.04	14.43	-15	b01-057.png	
-2.39	4.18	50.96	1.12	19.19	-15	b01-062.png	
-0.31	7.6	28.29	5.55	17.62	-15	b01-073.png	
-0.2	5.61	37.96	1.97	25.74	-15	b01-079.png	
1.02	4.46	48.2	1.69	20.27	-15	b01-084.png	
1.27	4.36	48.39	1.33	20.21	-15	b01-089.png	
-2.08	4.37	48.78	1.31	20.05	-15	b01-094.png	
0.66	3.63	59.44	1.42	16.45	-15	b01-113.png	
0.36	3.81	56.62	1.86	17.27	-15	b01-118.png	
-0.06	4.1	52.71	1.34	18.55	-15	b01-122.png	
-0.14	4.86	44.4	1.33	22.03	-15	b01-127.png	
0.0	4.69	45.83	1.46	21.32	-15	b01-132.png	
-0.39	4.8	45.65	1.47	21.4	-15	b01-136.png	
-0.24	9.23	22.54	1.95	22.14	-15	b02-013.png	
-0.15	5.84	36.79	1.43	26.58	-15	b02-035.png	
0.23	4.87	44.8	1.89	21.85	-15	b02-045.png	
0.4	4.81	44.95	2.04	13.14	-15	b02-097.png	
0.17	8.16	26.46	2.5	12.56	-15	b02-102.png	
-1.75	7.41	29.0	6.44	17.17	-15	b02-105.png	
0.24	4.87	42.53	2.58	23.0	-15	b03-025.png	
-0.49	5.12	40.43	3.58	24.22	-15	b03-087.png	
0.72	4.91	41.93	3.12	23.37	-15	b03-092.png	
0.0	5.88	35.21	2.07	14.2	-15	b03-098.png	
-0.61	5.14	40.89	1.26	23.97	-15	b03-104.png	
0.69	4.26	49.04	0.96	19.43	-15	b03-109.png	
1.31	4.88	42.38	1.35	23.12	-15	b03-114.png	
0.0	7.26	29.88	2.66	16.66	-15	b04-000.png	
0.0	7.94	27.33	1.87	18.26	-15	b04-004.png	
0.18	6.95	31.52	1.65	15.83	-15	b04-010.png	
0.04	7.0	30.44	1.66	16.39	-15	b04-020.png	
1.45	5.76	36.65	2.62	13.61	-15	b04-026.png	
-0.16	6.84	31.16	3.37	16.02	-15	b04-034.png	
1.31	6.34	33.26	3.0	15.0	-15	b04-040.png	
0.05	5.58	38.0	3.01	25.74	-15	b04-047.png	
0.26	5.1	41.35	2.68	23.67	-15	b04-054.png	
0.42	5.17	41.0	2.33	23.88	-15	b04-060.png	
-0.08	6.14	34.39	2.28	14.51	-15	b04-066.png	
0.57	6.27	33.81	3.79	14.76	-15	b04-075.png	
1.96	4.85	43.91	1.68	22.3	-15	b04-081.png	
2.18	5.68	36.97	1.06	13.48	-15	b04-089.png	
1.83	5.18	40.95	2.16	23.88	-15	b04-096.png	
0.21	8.67	24.33	1.47	20.51	-15	b04-103.png	
-0.23	6.45	33.5	1.58	14.9	-15	b04-107.png	
0.2	6.14	34.54	2.12	14.45	-15	b04-116.png	
0.0	7.69	28.23	2.53	17.68	-15	b04-121.png	
0.23	6.79	31.24	2.95	15.97	-15	b04-128.png	
0.42	4.66	45.93	1.01	21.32	-15	b04-134.png	
0.69	4.19	51.35	1.19	19.07	-15	b04-140.png	
0.17	5.33	40.19	1.39	24.36	-15	b04-147.png	
0.88	5.36	40.12	1.48	24.4	-15	b04-154.png	
-0.6	5.0	42.04	1.57	23.29	-15	b04-162.png	
0.45	4.2	51.37	1.65	19.06	-15	b04-169.png	
-0.85	4.29	50.07	0.92	9.13	-15	b04-175.png	
1.16	6.01	35.76	3.26	13.94	-15	b04-181.png	
1.05	4.98	43.21	1.5	22.63	-15	b04-187.png	
0.07	7.62	27.56	1.76	18.07	-15	b04-195.png	
1.36	7.15	29.79	1.63	16.72	-15	b04-202.png	
-1.25	4.51	46.75	5.92	20.94	-15	b04-208.png	
0.0	4.44	46.67	2.76	20.94	-15	b05-017.png	
0.28	3.82	54.96	1.05	17.78	-15	b05-032.png	
0.12	4.06	51.78	1.78	18.87	-15	b05-038.png	
1.21	5.19	39.73	0.78	16.44	-15	b05-042.png	
1.08	4.29	48.04	0.92	20.36	-15	b05-045.png	
1.3	5.18	39.8	1.6	24.57	-15	b05-050.png	
-0.09	4.27	47.79	2.87	10.19	-15	b05-055.png	
0.55	3.96	52.0	2.32	18.79	-15	b05-058.png	
0.0	5.07	40.47	2.76	24.14	-15	b05-062.png	
0.0	6.22	33.12	2.13	12.32	-15	b05-067.png	
0.0	4.08	50.43	2.67	9.67	-15	b05-071.png	
0.69	5.91	34.84	1.4	14.29	-15	b05-074.png	
0.34	5.32	38.33	1.25	25.51	-15	b05-079.png	
-1.17	4.27	49.17	1.29	19.87	-15	b05-083.png	
-0.04	2.88	71.48	0.83	13.68	-15	b05-088.png	
0.23	4.62	45.28	0.97	21.58	-15	b05-098.png	
0.09	5.93	35.26	2.87	14.16	-15	b06-000.png	
0.0	5.29	38.0	1.53	25.84	-15	b06-004.png	
0.0	5.23	39.97	0.85	24.54	-15	b06-008.png	
0.46	5.01	40.11	2.41	24.46	-15	b06-012.png	
0.23	5.26	39.38	1.19	12.46	-15	b06-015.png	
-0.53	4.02	52.29	1.07	7.98	-15	b06-019.png	
-0.05	5.7	36.82	2.2	13.57	-15	b06-023.png	
0.0	2.84	74.0	0.38	13.27	-15	b06-027.png	
-1.69	3.22	65.25	1.48	15.02	-15	b06-032.png	
0.0	5.11	39.17	1.29	25.04	-30	b06-036.png	
0.0	5.99	35.06	1.38	14.25	-15	b06-042.png	
0.12	4.45	45.59	0.96	21.52	-15	b06-045.png	
-0.19	4.87	41.11	1.26	23.86	-15	b06-049.png	
0.0	5.83	35.31	1.3	14.16	-15	b06-053.png	
0.44	4.67	44.97	0.56	21.79	-15	b06-056.png	
-0.13	5.9	35.73	3.83	13.99	-15	b06-059.png	
0.94	6.26	33.54	1.97	14.92	-15	b06-064.png	
0.38	7.34	28.46	1.46	11.7	-15	b06-068.png	
0.0	3.87	53.81	0.85	18.25	-15	b06-071.png	
0.0	4.13	48.72	0.84	20.15	-15	b06-075.png	
-0.23	4.95	42.64	1.17	22.98	-15	b06-079.png	
-0.49	3.67	54.21	0.65	11.11	-15	b06-082.png	
0.42	6.29	34.0	1.82	14.68	-15	b06-087.png	
0.03	7.23	29.17	2.04	17.11	-15	b06-090.png	
0.0	3.07	68.39	0.65	14.33	-15	b06-093.png	
0.8	7.01	30.09	2.91	16.6	-15	b06-097.png	
-0.46	5.24	40.04	1.81	24.52	-15	b06-100.png	
-0.66	4.03	50.11	1.73	19.58	-15	b06-110.png	
0.31	4.66	45.69	0.81	11.09	180	c01-009.png	
-1.29	4.35	48.97	0.68	8.3	180	c01-014.png	
-0.91	3.98	52.06	1.77	5.76	-5	c01-066.png	
1.37	4.86	43.85	1.26	11.55	180	c02-000.png	
0.09	18.12	11.7	10.06	17.5	180	c02-003.png	
0.55	7.92	26.26	1.9	19.28	-5	c02-007.png	
0.23	6.51	31.65	1.41	31.25	-5	c02-012.png	
0.41	7.52	27.78	1.27	15.3	-15	c02-017.png	
0.13	6.29	32.88	2.03	15.39	-5	c02-022.png	
0.94	5.87	35.27	1.23	11.48	180	c02-026.png	
0.8	3.57	58.57	1.11	16.89	-5	c02-030.png	
-0.16	4.78	43.53	2.51	9.3	-5	c02-035.png	
0.06	3.94	52.59	0.7	6.16	-5	c02-049.png	
0.12	4.29	48.21	1.28	20.52	-5	c02-056.png	
1.27	6.01	35.63	1.69	9.46	180	c02-059.png	
1.39	5.67	37.76	1.37	26.19	180	c02-078.png	
0.0	5.02	40.81	1.05	12.41	180	c02-082.png	
-0.14	7.47	27.69	6.19	18.27	-5	c02-089.png	
0.0	4.39	50.82	1.76	19.62	-15	c03-000a.png	
0.53	4.26	49.59	2.09	7.56	180	c03-000b.png	
0.52	5.47	40.56	1.78	8.42	-5	c03-000c.png	
0.11	5.0	46.42	1.52	5.95	-15	c03-000d.png	
-0.26	3.31	67.75	1.0	14.73	-5	c03-000e.png	
0.0	5.83	38.62	1.28	13.26	-5	c03-000f.png	
-0.14	5.5	39.79	1.26	8.59	-5	c03-003a.png	
0.19	4.34	49.82	1.38	19.97	180	c03-003b.png	
-1.69	5.02	43.23	1.74	11.8	180	c03-003c.png	
0.0	6.67	32.97	1.53	15.33	180	c03-003d.png	
-0.25	4.05	54.62	0.78	18.27	-5	c03-003e.png	
0.0	6.96	31.76	1.11	16.18	-5	c03-003f.png	
0.95	4.5	48.67	1.55	20.26	180	c03-007.png	
0.24	6.22	36.18	1.78	14.21	-15	c03-007a.png	
0.32	6.45	34.86	1.68	14.73	-5	c03-007b.png	
-1.2	8.67	25.96	3.34	19.78	-15	c03-007c.png	
0.8	5.6	39.26	1.88	8.58	180	c03-007d.png	
0.0	5.41	41.8	0.78	8.19	-15	c03-007e.png	
0.0	6.94	32.42	1.44	15.82	180	c03-007f.png	
0.51	5.67	37.06	1.27	13.87	-5	c03-016a.png	
-1.11	4.61	45.38	0.98	11.28	-15	c03-016b.png	
0.57	5.2	40.97	0.92	12.51	-5	c03-016c.png	
0.31	7.4	29.87	1.29	11.27	-5	c03-016d.png	
-0.16	3.36	63.1	0.69	15.88	-15	c03-016e.png	
0.0	5.48	39.59	1.23	12.96	-5	c03-021a.png	
-0.16	4.19	52.68	1.25	9.78	180	c03-021b.png	
-1.04	6.69	32.28	1.59	10.07	-15	c03-021c.png	
-1.57	4.84	44.67	1.34	5.63	180	c03-021d.png	
1.4	3.15	68.83	0.71	14.51	-15	c03-021e.png	
0.4	6.0	36.0	0.96	14.28	-5	c03-021f.png	
0.26	5.65	35.57	1.34	14.37	-5	c03-081a.png	
0.0	3.56	58.14	1.14	17.2	-5	c03-081b.png	
1.03	5.65	35.77	1.31	14.34	-15	c03-081c.png	
-0.08	4.56	46.96	1.23	7.18	-5	c03-081d.png	
0.76	5.4	37.39	0.83	13.67	-5	c03-081e.png	
0.0	5.56	36.0	0.98	9.45	-15	c03-081f.png	
0.31	5.0	42.21	1.58	12.17	-5	c03-084a.png	
-0.77	3.55	59.78	1.43	16.71	180	c03-084b.png	
-0.52	3.67	57.56	1.83	17.3	-5	c03-084c.png	
0.18	4.06	52.89	1.59	18.64	180	c03-084d.png	
-0.1	3.83	54.89	0.85	18.16	-15	c03-084e.png	
0.0	5.62	37.52	1.11	13.7	-5	c03-084f.png	
-1.32	4.82	43.96	1.68	11.69	-5	c03-087a.png	
-0.51	3.92	53.62	1.51	6.23	-5	c03-087b.png	
-0.38	3.48	60.11	1.48	16.64	-5	c03-087c.png	
-0.32	4.75	46.74	1.11	7.18	180	c03-087d.png	
-0.44	3.77	55.64	0.82	18.03	-5	c03-087e.png	
0.0	6.23	34.03	1.2	15.05	-5	c03-087f.png	
0.17	4.81	43.67	0.99	11.76	-5	c03-094a.png	
0.56	4.62	48.04	1.01	6.9	-5	c03-094b.png	
0.2	5.32	39.28	1.19	12.98	-15	c03-094c.png	
-0.37	4.24	50.21	0.82	19.68	180	c03-094d.png	
-0.32	3.92	54.32	0.65	18.37	-15	c03-094e.png	
0.86	5.16	41.06	1.05	12.52	180	c03-094f.png	
0.25	5.35	39.79	1.34	7.03	-5	c03-096a.png	
0.18	4.16	53.86	1.5	18.59	-15	c03-096b.png	
0.0	5.14	41.24	2.08	12.44	-15	c03-096c.png	
0.0	5.23	41.29	1.85	8.15	-5	c03-096d.png	
-0.22	6.31	33.62	0.98	15.21	-15	c03-096e.png	
0.0	4.7	44.9	1.1	22.23	-15	c03-096f.png	
0.84	8.36	25.12	6.16	15.01	180	c04-000.png	
0.0	7.16	29.32	3.01	17.26	180	c04-004.png	
1.26	6.48	32.73	2.04	15.46	180	c04-008.png	
0.69	6.65	31.74	3.29	15.94	180	c04-013.png	
0.0	7.63	27.65	1.75	18.3	180	c04-017.png	
-0.08	5.47	38.24	2.98	13.23	180	c04-023.png	
0.0	6.66	31.7	1.72	15.98	180	c04-028.png	
-0.25	4.76	44.72	0.99	11.31	-5	c04-035.png	
-1.66	5.68	37.68	1.45	13.44	180	c04-039.png	
6.17	2.94	71.76	0.72	7.31	180	c04-044.png	
0.0	5.41	39.18	1.36	12.92	180	c04-050.png	
1.2	5.15	41.0	1.43	12.35	180	c04-056.png	
0.05	7.84	27.16	2.81	18.65	180	c04-061.png	
-0.42	6.6	32.27	2.64	15.68	180	c04-066.png	
0.19	7.89	26.86	2.32	18.84	180	c04-075.png	
0.12	5.29	40.29	1.68	12.57	180	c04-080.png	
0.0	6.41	32.61	2.45	15.55	180	c04-089.png	
0.36	5.87	36.28	2.96	13.95	180	c04-098.png	
-1.34	5.18	40.9	2.02	12.37	180	c04-105.png	
0.36	7.74	27.13	5.36	18.65	180	c04-110.png	
0.32	8.27	25.5	5.34	19.84	180	c04-116.png	
2.54	5.77	36.4	1.84	13.91	180	c04-122.png	
1.68	5.02	41.85	1.38	12.09	180	c04-128.png	
0.0	6.6	31.95	2.86	15.85	180	c04-134.png	
-0.29	6.74	31.6	2.28	16.01	180	c04-139.png	
0.67	4.11	51.85	1.49	19.07	180	c04-144.png	
-0.67	4.42	47.5	1.73	10.66	180	c04-150.png	
-1.18	5.93	36.08	1.99	14.02	180	c04-156.png	
0.56	3.99	54.08	0.84	18.29	180	c04-160.png	
0.0	5.81	37.03	1.33	13.68	180	c04-165.png	
0.83	6.52	33.28	3.32	15.21	180	c04-170.png	
-1.7	4.16	50.19	2.23	19.77	-5	c06-000.png	
0.0	3.47	60.47	1.25	16.4	180	c06-005.png	
-0.12	4.04	51.94	1.77	19.1	180	c06-011.png	
0.16	3.67	56.93	0.57	17.42	180	c06-014.png	
-0.56	4.47	47.0	1.62	10.8	180	c06-020.png	
-0.17	9.01	22.75	2.56	19.22	180	c06-027.png	
0.0	6.48	32.56	7.84	15.6	180	c06-031.png	
-0.13	5.25	40.0	2.81	12.69	180	c06-039.png	
2.86	3.92	54.1	1.4	7.99	180	c06-043.png	
-0.11	3.78	53.48	1.11	18.57	-5	c06-047.png	
-0.17	5.13	39.39	1.86	12.9	180	c06-052.png	
0.0	5.62	37.39	2.85	13.59	180	c06-058.png	
0.87	5.26	38.63	0.92	13.16	180	c06-076.png	
0.55	4.41	47.62	1.27	10.68	180	c06-080.png	
0.53	3.62	57.48	0.96	17.26	-15	c06-083.png	
-0.36	4.13	48.68	1.42	20.38	-5	c06-087.png	
-1.29	3.47	58.0	1.63	17.1	180	c06-091.png	
0.08	6.76	30.79	2.5	16.5	180	c06-095.png	
0.63	5.66	37.1	2.49	13.69	180	c06-100.png	
0.0	3.75	55.52	0.48	17.87	180	c06-103.png	
0.05	4.94	42.48	1.26	11.96	180	c06-106.png	
-0.3	4.56	43.83	1.58	11.59	-15	c06-111.png	
0.55	5.36	39.15	1.55	12.97	-5	c06-116.png	
-0.29	8.14	25.92	1.7	19.6	180	c06-128.png	
0.83	1.83	113.71	0.47	8.72	-15	c06-138.png	
-0.32	5.76	37.0	3.67	13.59	180	d01-016.png	
0.58	5.31	40.11	2.41	12.54	180	d01-019.png	
